location,size,total_sqft,bath,balcony,price
Shantiniketan Layout,3,2072,3,2,10800000
Herohalli,3,1200,2,0,7000000
Teachers Colony,3,1350,3,0,7700000
Srinivasa Nagar,3,1180,2,2,7834000
Yelahanka,3,35000,3,3,13000000
Langford Town,2,1355,2,2,11500000
Sulthangunta,1,600,1,0,5000000
Hormavu,7,1200,7,2,15000000
Bannerghatta Road,3,1640,2,1,12000000
Byrathi Village,5,1200,5,0,10000000
Kodichikkanahalli,3,1190,2,2,5700000
OMBR Layout,4,2400,4,2,37500000
Marathahalli,2,1019,2,2,4985000
Ambedkar Colony,3,1875,3,2,16500000
Akshaya Nagar,3,1250,3,2,4000000
Brookefield,3,1200,3,2,14000000
Whitefield,2,1140,2,1,5600000
Lingadheeranahalli,3,1683,3,1,10900000
Kaggadasapura,3,1515,3,2,8330000
Hoodi,4,2118,4,2,11100000
Bannerghatta Road,4,1380,3,0,5800000
Varthur Road,2,1083,2,2,6175000
Anjappa Layout,2,600,2,1,5500000
Avalahalli,3,2300,3,3,12000000
Prakruthi Nagar,2,1240,2,2,6000000
Surabhi Layout,3,1750,3,1,12000000
Sadaramangala,2,1230,2,2,4348000
Anjanapura,3,1500,3,1,13900000
Abbigere,2,985,2,1,4039000
Tindlu,3,1500,2,1,8700000
Electronic City,2,1125,2,1,3249000
Maruthi Sevanagar,2,950,2,1,4400000
Kothanur,3,1580,3,3,7600000
B Narayanapura,3,1092,2,1,9850000
Electronic City Phase II,2,1090,2,1,2834000
Hennur Road,3,2264,3,1,15900000
Dommasandra,3,1033,2,2,2553000
Kammasandra,2,810,2,2,2450000
Green Garden Layout,2,1045,2,0,4500000
Hebbal,2,1337,2,1,8200000
Chandapura,2,1200,2,2,3200000
Koramangala,3,1580,3,2,16000000
Begur Road,3,1500,2,3,5400000
Whitefield,3,1640,4,2,9100000
Silver Springs Layout,3,1570,3,2,6200000
Gubbalala,3,1470,2,2,8200000
Kengeri,2,1160,2,2,4061000
7th Phase JP Nagar,2,1050,2,1,7100000
Dairy Circle,3,1855,3,1,22500000
Bannerghatta Road,3,1460,2,1,9000000
Hulimavu,3,1823,3,2,10000000
Electronic City,2,1094,2,2,4200000
Budigere,2,1153,2,2,5700000
Hoysalanagar,3,1325,3,1,5700000
Parappana Agrahara,4,1200,3,2,8500000
Jakkur,3,1590,2,2,12500000
Jeevan bima nagar,5,1210,4,2,16000000
Raja Rajeshwari Nagar,4,1200,4,0,22000000
Narayana Nagar 1st Block,2,1202,2,1,4800000
Haralur Road,2,1202,2,1,5300000
KSRTC Layout,2,1200,2,3,6250000
Panathur,3,1688,3,1,11800000
Kaval Byrasandra,2,1020,2,1,5200000
Sarjapur,2,1185,2,2,4700000
Ramagondanahalli,2,1235,2,1,5204000
Hosakerehalli,4,3205,5,1,50000000
Banashankari,2,1077,2,2,3764000
Kengeri Satellite Town,3,1415,2,3,6600000
EPIP Zone,3,2330,3,2,16200000
Whitefield,2,805,2,2,3500000
P&T Colony,1,425,1,0,2003000
Whitefield,2,1155,2,3,5995000
Cunningham Road,4,5270,4,3,125000000
Anekal,2,656,2,1,2200000
New Gurappana Palya,2,1100,2,0,4800000
Mahadevpura,2,1150,2,3,5200000
Chelekare,1,600,1,1,6000000
Ambedkar Colony,2,1468,2,1,14000000
Palanahalli,4,4300,5,2,55000000
Whitefield,3,2280,4,2,12600000
Hegde Nagar,2,1341,2,1,9700000
Jakkur,2,1279,2,1,7700000
Electronic City Phase II,4,2225,4,0,9888000
Thanisandra,2,1185,2,2,4351000
Vadarpalya,3,1750,3,2,8500000
Kudlu,2,1152,2,1,5350000
Shivanagar,5,1000,4,1,16000000
Hulimavu,2,1300,2,3,3600000
Varthur Road,4,2760,4,2,15500000
5th Phase JP Nagar,2,1070,2,2,3900000
Uttarahalli,2,1101,2,0,4500000
V.V Puram,2,775,2,1,5500000
Yeshwanthpur,1,667,1,1,3685000
Electronic City,2,1070,2,1,5500000
Old Airport Road,3,1875,2,2,11000000
Kundalahalli,2,735,2,1,5799000
Sarjapur,5,4360,4,1,9000000
Koramangala,3,1750,3,2,13000000
Marathahalli,2,1215,2,1,6700000
Sector 3 HSR Layout,9,600,9,3,19000000
Vishwapriya Layout,2,820,2,1,3000000
Battarahalli,3,1779,3,2,8961000
HMT Layout,2,1105,2,2,5800000
Whitefield,3,1650,3,2,6000000
Jalahalli,2,1694,2,2,15000000
Hosakerehalli,3,2376,3,1,20300000
Cox Town,3,1975,3,3,15000000
Kammasandra,2,674,2,1,3300000
Kaggadasapura,2,1185,2,1,4100000
 Thanisandra,1,445,1,0,2800000
Mylasandra,6,900,7,2,7600000
HSR Layout,3,1475,3,2,7500000
Gottigere,3,1618,3,3,8250000
Koramangala,2,1120,2,0,6500000
Marathahalli,4,2181,3,2,15200000
Vidyaranyapura,4,1200,4,0,9000000
Nagondanahalli,6,600,4,3,6500000
Bannerghatta Road,3,1556,2,1,5913000
Bannerghatta Road,2,1179,2,1,6602000
Thanisandra,2,1296,2,2,8300000
Kaggadasapura,2,1275,2,2,5200000
Kalasipalya,7,1875,2,2,30000000
Kathriguppe,3,1400,2,2,7700000
Gottigere,2,1222,2,1,6300000
Electronic City,2,940,2,1,4100000
Thanisandra,2,1185,2,2,4260000
Tumkur Road,3,1779,3,2,11200000
Begur Road,3,1615,3,2,5976000
Haralur Road,2,1056,2,1,6100000
7th Phase JP Nagar,2,1100,2,0,4600000
Arekere,2,920,2,1,4000000
ITI Layout,3,1602,2,0,7500000
Padmanabhanagar,2,1176,2,0,6200000
HBR Layout,4,675,3,1,5900000
Richmond Town,3,1352,3,0,13500000
Kasavanhalli,3,1717,3,3,9900000
4 Bedroom Farm House in Bagalur,4,10961,4,1,8000000
Bhoganhalli,4,2119,4,3,11100000
Vittasandra,2,1246,2,1,6730000
Anandapura,2,1141,2,1,4279000
Hennur Road,2,1157,2,1,8400000
Chandapura,2,1025,2,2,2768000
Yelahanka New Town,1,650,1,2,3300000
Hebbal,2,1349,2,1,9800000
Narayanapura,3,1566,3,1,8330000
Sahakara Nagar,4,2830,3,3,19500000
Electronic City,3,1320,2,1,3813000
manyata park,3,1780,3,1,8483000
Varthur,2,1091,2,1,3490000
Rachenahalli,4,3670,4,3,30000000
7th Phase JP Nagar,2,918,2,1,5049000
Yeshwanthpur,4,1950,4,0,13000000
Panathur,3,1695,3,1,9000000
Yelahanka,3,1705,3,2,9500000
Kalyan nagar,3,1375,3,2,7500000
Kanakpura Road,1,525,1,1,3000000
Whitefield,2,1447,2,1,8300000
Thanisandra,2,1114,2,1,3900000
7th Phase JP Nagar,3,1450,2,1,10000000
Belathur,2,460,1,0,1500000
Vasanthapura,2,1022,2,2,4000000
Hebbal,2,1000,2,2,4500000
Electronic City,2,1128,2,1,6875000
Kanakpura Road,2,1180,2,2,5700000
TC Palaya,6,1000,6,1,6900000
Nagarbhavi,2,1200,2,1,15000000
Sadashiva Nagar,3,3761,3,2,66000000
Kanakpura Road,2,1339,2,3,7500000
Yelachenahalli,3,1400,2,3,5500000
7th Phase JP Nagar,2,1040,2,1,3952000
Kadugodi,2,1198,2,2,5800000
Shirdi Sai Layout,4,1200,3,2,9500000
Sarjapur  Road,3,1691,3,2,11300000
Bisuvanahalli,3,1075,3,2,3600000
1st Block Jayanagar,3,1630,3,2,19400000
8th Phase JP Nagar,3,1240,3,2,4350000
Mallasandra,3,1665,3,2,8658000
Marathahalli,3,2489,3,2,9400000
Brookefield,2,1142,2,2,7000000
Kodbisanhalli,3,1976,3,1,18400000
Sathya Sai Layout,4,5500,4,2,60000000
Kothannur,3,1853,3,2,8200000
Vijayanagar,8,600,4,1,7200000
Kasturi Nagar,2,1567,2,2,9200000
Talaghattapura,2,1090,2,1,2724000
Raja Rajeshwari Nagar,6,1200,4,2,12500000
Indiranagar HAL 2nd Stage,4,2400,4,1,64000000
Electronics City Phase 1,2,1175,2,2,5147000
Subramanyapura,2,1200,2,2,5200000
Kodichikkanahalli,2,995,2,1,4100000
Magadi Road,2,884,2,1,4110000
Vishwanatha Nagenahalli,5,900,3,2,8000000
Yeshwanthpur,2,1170,2,2,5700000
KR Puram,2,1225,2,1,4655000
Electronic City,2,1342,2,1,7330000
Uttarahalli,2,1345,2,1,6700000
Kodigehaali,3,1320,3,0,6500000
Raja Rajeshwari Nagar,2,1140,2,1,4939000
Battarahalli,2,1300,2,1,5000000
Hosa Road,3,1652,3,2,8500000
Thigalarapalya,3,2072,4,2,14200000
Arekere,3,1740,2,2,9500000
Electronic City,3,1360,2,1,7100000
Hosur Road,3,1145,2,2,6000000
Uttarahalli,3,1540,2,0,4000000
Sarjapur  Road,2,1278,2,2,9500000
Electronic City Phase II,1,630,1,1,4000000
Kanakpura Road,3,1100,3,2,5800000
Bendiganahalli,3,1200,3,0,9500000
Hosakerehalli Layout,7,2500,6,2,11500000
Chandapura,2,1015,2,2,2588000
Hosur Road,5,3300,5,2,24000000
Basaveshwara Nagar,5,4500,5,1,41500000
Gunjur,3,1356,2,3,6600000
Hennagara,2,823,2,1,2800000
TC Palaya,3,1200,2,0,6600000
Ramamurthy Nagar,2,1050,2,0,3700000
Ferrar Nagar,2,1180,2,1,6900000
Whitefield,2,1116,2,3,5191000
7th Phase JP Nagar,2,1070,2,1,4279000
Varthur,2,1385,2,3,8000000
Varthur,1,1000,1,1,7000000
Whitefield,3,1897,3,2,13000000
Magadi Road,2,1005,2,1,5578000
Green Glen Layout,3,1575,3,2,12500000
Subramanyapura,2,975,2,1,6500000
Hennur Road,3,1904,3,2,12000000
Kengeri Satellite Town,1,930,1,1,3000000
Kanakpura Road,1,525,1,1,2600000
BAGUR,1,686,1,1,1700000
Electronic City Phase II,2,2400,3,1,15000000
8th block Koramangala,2,1410,1,0,23300000
Sarjapur  Road,3,2238,3,1,14000000
Harlur,2,1174,2,1,6900000
Thubarahalli,4,3800,4,3,23900000
Whitefield,3,2225,2,1,12500000
M.G Road,2,1250,2,0,20000000
Jigani,2,918,2,2,5200000
Mahadevpura,2,1250,2,3,5200000
Sarjapur  Road,3,1800,3,2,11000000
Marathahalli,2,1170,2,3,5300000
Byatarayanapura,1,1300,1,0,20000000
Bannerghatta Road,2,793,2,1,4500000
Jakkur,3,1710,3,2,10700000
Kambipura,3,1082,2,1,5750000
Naganathapura,2,1001,2,2,3303000
Srinivasa Nagar,4,1500,4,2,18000000
Yelahanka,3,1590,2,1,5400000
Basavanagara,3,2400,2,0,8000000
Horamavu Banaswadi,3,1554,3,2,5500000
Bellandur,5,4239,5,2,42300000
Konanakunte,2,884,1,0,5800000
Hosa Road,2,1045,2,1,9889000
Marathahalli,2,1019,2,2,4986000
Ambedkar Nagar,3,1935,4,2,13000000
Uttarahalli,3,1135,2,2,3972999
Lakshminarayana Pura,3,1680,3,2,15000000
Hebbal,4,2470,5,2,24700000
1st Phase JP Nagar,4,2825,4,3,25000000
Hosakerehalli,3,2480,3,1,33000000
5th Phase JP Nagar,9,1260,11,2,29000000
Ramamurthy Nagar,5,1800,4,3,18700000
Kasavanhalli,3,1799,3,3,9000000
Attibele,1,400,1,1,1100000
Kundalahalli,2,1047,2,1,8200000
Kaverappa Layout,2,1282,2,2,8700000
NGR Layout,2,1020,2,1,4590000
Kammanahalli,4,1080,3,1,15500000
Whitefield,2,1495,2,1,7950000
Kasavanhalli,4,3260,4,1,24000000
Divya Unnathi Layout,3,1611,2,2,6444000
Koramangala,4,3500,5,2,42500000
Vasantha Vallabha Nagar,3,1500,2,2,9500000
Sahakara Nagar,3,1500,2,2,9500000
Yelahanka,4,3206,5,2,27000000
Uttarahalli,3,1540,3,0,5000000
Hosa Road,3,1639,3,1,8000000
Marathahalli,4,700,4,2,7200000
Raja Rajeshwari Nagar,2,1303,2,2,5579000
Koramangala,2,1005,1,1,11000000
Chandapura,3,1305,3,1,3328000
Kothannur,3,600,4,0,9500000
sapthagiri Layout,2,1300,1,1,11500000
Brookefield,3,1440,2,3,6800000
Seegehalli,2,901,2,1,3514000
Rajaji Nagar,3,1725,3,3,20000000
Sarjapur,3,900,2,1,4200000
BEML Layout,2,1060,2,1,5500000
NGR Layout,2,1020,2,1,4845000
Varthur,3,1535,3,2,6598999
Alur,1,530,1,1,2000000
Haralur Road,3,1464,3,2,5600000
Devarabisanahalli,2,1350,2,3,8000000
Sarjapur  Road,2,1115,2,2,5000000
Uttarahalli,2,1175,2,2,4700000
Whitefield,2,1113,2,1,6200000
Uttarahalli,6,1200,4,2,22500000
Ramamurthy Nagar,5,1640,4,3,24000000
Giri Nagar,2,650,2,0,4200000
Marathahalli,2,1325,2,2,7155000
Electronics City Phase 1,2,950,2,3,3100000
Jakkur,3,1396,2,1,8651000
Rachenahalli,2,1050,2,2,5207000
Thanisandra,3,1825,3,2,10000000
7th Phase JP Nagar,2,1190,2,1,4998000
Marathahalli,2,1220,2,1,5650000
NRI Layout,3,1565,2,2,7500000
Hennur Road,3,1891,3,1,10900000
Sidedahalli,2,900,2,0,2700000
Hosa Road,2,1161,2,1,5515000
Dwarka Nagar,8,2400,6,3,12500000
Rajaji Nagar,4,315,4,2,9000000
Yeshwanthpur,1,665,1,1,3685000
Mysore Road,2,1175,2,1,7350000
Hoodi,2,1425,2,2,8000000
Chikkabanavar,1,1200,1,0,2000000
ITPL,3,1200,3,1,5612000
Somasundara Palya,2,1255,2,2,6700000
Hegde Nagar,3,2113,4,2,14500000
Raja Rajeshwari Nagar,1,600,1,1,2200000
Haralur Road,3,1810,3,2,10000000
Indira Nagar,2,1200,2,2,9300000
Harlur,2,1033,2,2,4900000
ITPL,3,1548,3,2,8950000
Horamavu Banaswadi,3,1611,3,3,6600000
Electronic City Phase II,3,1400,2,1,4043000
Vidyaranyapura,3,1485,2,2,6700000
Margondanahalli,2,2400,2,1,8200000
Pattandur Agrahara,2,1025,2,1,4450000
Thurahalli,4,600,3,2,6500000
Hallehalli,2,1225,2,2,5300000
5th Phase JP Nagar,2,1256,2,1,6280000
Whitefield,4,2268,3,2,16300000
Kanakpura Road,3,1100,3,2,5300000
Vadarpalya,2,1141,2,0,6200000
Attibele,1,400,1,1,1200000
Chandapura,2,1400,2,0,6000000
Kattigenahalli,7,4100,7,2,14000000
Weavers Colony,1,15,1,0,3000000
Raghavendra Nagar,2,1175,2,2,4827000
Sahakara Nagar,2,1100,2,1,5600000
Kanakpura Road,3,1843,3,2,9584000
1st Phase JP Nagar,8,1200,7,2,24000000
Horamavu Banaswadi,2,1460,2,1,8050000
Rachenahalli,3,1530,2,2,7450000
HSR Layout,2,1467,2,1,5500000
KR Layout,1,950,1,1,4000000
Vittasandra,2,1246,2,1,6450000
Kanakapura,1,711,1,1,3800000
Haralur Road,2,1194,2,2,4600000
Babusapalaya,3,1358,2,1,4340000
Nagasandra,6,1500,5,1,13000000
Hoodi,2,1420,2,2,7500000
Kathriguppe,3,1250,2,1,6875000
Akshaya Nagar,2,1280,2,2,5800000
Nagappa Reddy Layout,2,1209,2,1,5000000
Kempapura,5,4200,5,2,22500000
BTM 1st Stage,4,1215,4,3,20500000
Panathur,3,1315,2,1,5480000
Kariyammana Agrahara,3,1800,3,3,9000000
Hessarghatta,5,1600,4,0,12500000
TC Palaya,3,1600,2,2,6500000
Binnamangala,6,3968,5,2,90000000
Suraksha Nagar,3,1563,3,2,5200000
Whitefield,3,1560,2,2,7200000
Brookefield,3,2169,4,2,11500000
Lakshmi Layout,9,900,10,2,17000000
Rachenahalli,2,1050,2,2,5550000
Iblur Village,3,3235,3,1,23500000
TC Palaya,3,1200,3,0,6600000
HSR Layout,2,1140,2,2,4600000
7th Phase JP Nagar,3,1500,3,1,17000000
Horamavu Agara,3,1560,3,2,7500000
JP Nagar,2,1100,2,2,7000000
Kasavanhalli,3,1260,2,3,4032000
Hebbal,2,1036,2,1,5000000
Akshaya Nagar,3,1662,3,3,8510000
Yelachenahalli,3,1464,2,3,10500000
Yelahanka,2,1234,2,2,8000000
Sarjapur  Road,3,1403,3,1,5500000
Kadugondanahalli,4,915,4,1,5490000
2nd Stage Nagarbhavi,6,3000,8,3,45100000
Seegehalli,3,1150,2,2,4290000
Hebbal,4,3900,4,2,41000000
Yeshwanthpur,5,850,4,2,9000000
Kanakapura,2,929,2,1,4600000
2nd Stage Nagarbhavi,6,2400,8,3,45000000
TC Palaya,3,1350,2,1,7500000
Vasanthapura,2,1135,2,1,3972999
Basava Nagar,2,1405,2,2,7000000
Whitefield,2,1200,2,1,4584000
Haralur Road,4,2805,4,3,15400000
Yeshwanthpur,2,1161,2,2,6408000
Kanakpura Road,2,1290,2,3,7400000
Yeshwanthpur,3,2557,3,2,14100000
2nd Block Hrbr Layout,3,1480,3,2,9000000
BTM 1st Stage,9,3300,14,2,50000000
Old Madras Road,3,1350,3,0,5454000
Kadugodi,3,1580,2,2,6500000
Banashankari,3,1470,2,1,8864000
Ananth Nagar,1,500,1,1,1400000
Sarjapur  Road,2,1346,2,1,6192000
Canara Bank Layout,3,1600,3,3,9000000
Naganathapura,2,720,2,1,12000000
Manjunath Nagar,4,1200,4,0,13500000
Basapura,2,1200,2,2,3500000
Channasandra,3,1340,2,2,4833000
Devanahalli,4,6136,4,2,56000000
Jigani,2,918,2,2,4800000
Singena Agrahara,3,1500,3,2,11500000
Yelahanka,2,1315,2,2,8500000
Sector 1 HSR Layout,4,2400,5,2,77500000
Uttarahalli,3,1390,2,2,6255000
Uttarahalli,3,1330,2,1,5600000
Jalahalli,5,3100,4,2,26500000
Mango Garden Layout,3,1824,3,3,12500000
7th Phase JP Nagar,3,1420,2,2,9600000
Kacharakanahalli,1,750,1,0,5625000
Jalahalli East,3,1260,2,1,6000000
Hennur Road,3,1561,3,2,9500000
5th Phase JP Nagar,9,812,6,3,16500000
"Bidere Agarahara, Behind Safal market",2,1060,2,2,4200000
Hoodi,8,1120,8,3,14500000
Haralur Road,2,1225,2,1,6738000
Thanisandra,3,2144,3,2,13500000
Kengeri,7,1200,6,2,14000000
Electronic City,2,880,2,2,2900000
Hoodi,3,1639,3,2,11000000
Thanisandra,3,1240,2,1,6200000
Kanakpura Road,2,1500,2,2,6900000
Haralur Road,2,1243,2,1,4600000
Marathahalli,3,1575,3,2,7800000
Haralur Road,2,1027,2,2,4400000
Kambipura,3,1082,2,1,5600000
Konanakunte,3,1637,3,3,7300000
Kanakpura Road,3,1665,3,2,8658000
Electronic City,2,1265,2,0,5693000
Electronic City,3,1691,2,2,10200000
Thanisandra,2,1100,2,1,3800000
Grihalakshmi Layout,5,24,2,2,15000000
Gopalkrishna Nagar,3,1500,3,2,6200000
Hosakerehalli,4,3205,5,1,38000000
Kammanahalli,5,1666,4,1,15000000
Choodasandra,2,1115,2,2,5000000
Mysore Road,2,1070,2,1,4500000
Indira Nagar,2,1128,2,2,10500000
Budigere,2,1162,2,1,5700000
Sai Gardens,2,1339,2,2,5500000
Mahadevpura,2,1192,2,2,7500000
Haralur Road,3,1920,3,1,11500000
Hennur,2,1255,2,1,5232000
Rajaji Nagar,2,1357,2,1,11500000
Dodda Kempaiah Layout,3,1600,3,2,7500000
Hanumanth Nagar,2,1225,2,2,5511000
Whitefield,4,2400,4,3,20000000
Kasturi Nagar,3,1570,3,3,8000000
Thanisandra,2,1093,2,2,7000000
Basaveshwara Nagar,3,1865,3,3,14500000
R.T. Nagar,6,1200,7,3,16500000
Kaikondrahalli,2,1039,2,2,8000000
Vittasandra,2,1246,2,1,6450000
Whitefield,3,1985,3,2,7500000
Hosakerehalli,3,1590,3,3,4900000
Hunasamaranahalli,4,4000,4,2,67500000
Electronic City Phase II,2,775,2,2,3800000
RWF West Colony,2,1000,2,1,5000000
Hebbal Kempapura,3,1800,3,2,17500000
Bommasandra,2,1035,2,1,4100000
Dasarahalli,3,1520,2,1,7500000
Whitefield,2,1360,2,1,9500000
Bileshivale,4,6000,5,3,40000000
Kodigehaali,2,1117,2,2,5600000
KR Puram,4,1200,4,3,12000000
EPIP Zone,2,1330,2,1,9250000
Marathahalli,3,1937,3,2,16000000
Electronic City,2,1128,2,1,6548999
Neeladri Nagar,2,1053,2,1,4500000
Panathur,2,1198,2,1,7700000
Marathahalli,2,1152,2,1,5600000
1st Block Jayanagar,6,1200,6,2,12500000
Frazer Town,2,1625,2,1,7500000
Kundalahalli,3,1397,3,3,10500000
Yeshwanthpur,3,1523,3,3,17000000
Kambipura,2,883,2,1,4500000
Kaggalipura,1,700,1,0,3800000
Yelahanka,2,1170,2,1,6250000
Kanakpura Road,3,1200,2,2,4200000
Manayata Tech Park,3,2400,3,2,17000000
Kullappa Colony,2,1480,2,2,6500000
Akshaya Nagar,3,1897,3,2,12000000
Rachenahalli,2,996,2,1,6700000
Haralur Road,3,1875,3,2,11000000
Williams Town,3,1500,2,2,9800000
Jaya Nagar East,3,3095,3,3,35000000
Ambalipura,3,1390,2,1,17500000
Yelahanka,1,697,1,0,4500000
Sarjapur  Road,1,710,1,1,2700000
Iggalur,2,910,2,1,3050000
Sompura,3,1025,2,1,4800000
Harlur,4,1200,4,2,24400000
Horamavu Agara,3,1453,2,1,4648000
Sarjapur  Road,4,3335,5,2,30000000
Bellandur,2,1281,2,1,7400000
Cooke Town,1,565,1,1,3500000
Varthur,2,1024,2,2,4200000
Electronic City,3,1620,3,2,6200000
Whitefield,2,1254,2,2,4000000
Banashankari,3,1300,2,2,7500000
Doddakallasandra,2,1233,2,2,4300000
Chokkanahalli,1,1200,1,1,2800000
Hosur Road,3,1510,2,1,10500000
Kaggalipura,2,950,2,1,6500000
Battarahalli,3,1945,3,2,9742000
Uttarahalli,2,1008,2,3,4500000
Thanisandra,3,1265,2,1,7900000
Hebbal,3,1255,2,1,7768000
Kanakpura Road,4,2689,6,2,22000000
Yelenahalli,2,1200,2,2,4617000
Sarjapur  Road,3,1403,3,3,5163000
Kudlu Gate,3,1535,3,2,8500000
Chikkaballapur,3,1500,3,3,10000000
Chamrajpet,3,1475,2,2,12000000
Uttarahalli,3,1390,2,2,6047000
Raja Rajeshwari Nagar,3,1278,2,1,5376000
VGP Layout,2,1133,2,2,5500000
Classic Paradise Layout,5,1560,5,1,14500000
Byappanahalli,5,2900,5,2,9000000
Kogilu,2,1170,2,1,5199000
Sahakara Nagar,3,1200,3,3,20000000
Whitefield,3,1697,3,2,9479000
Thanisandra,3,1651,3,3,9738000
Vasanth nagar,3,1560,3,1,18800000
Hennur Road,3,1192,2,1,6000000
OMBR Layout,2,1078,2,3,6500000
Kumaraswami Layout,7,800,7,3,10500000
Kasavanhalli,2,1349,2,2,7800000
Ulsoor,9,2300,8,1,21000000
7th Phase JP Nagar,3,1680,3,2,12000000
Rayasandra,3,1314,2,2,6300000
Garudachar Palya,2,1060,2,1,4870000
Kalyan nagar,2,820,2,0,3900000
Whitefield,4,5000,4,3,40000000
BEML Layout,3,2000,3,2,8500000
Kalkere,2,856,2,3,4000000
Rajaji Nagar,3,1621,4,0,13000000
ITPL,3,1200,3,1,6840000
Bannerghatta Road,3,1484,3,2,5250000
T.C. Palya,4,600,5,2,6000000
Siddapura,4,14000,3,2,80000000
Yelahanka New Town,1,500,1,1,2000000
Makali,1,485,1,1,1500000
7th Phase JP Nagar,2,1050,2,1,4200000
Uttarahalli,3,1617,3,3,6668000
Electronic City,2,550,1,1,1600000
RWF West Colony,3,1384,3,2,6228000
Devanahalli,2,1408,2,2,8500000
Uttarahalli,2,1150,2,1,4900000
Akshaya Nagar,3,1410,2,2,7500000
Kaggadasapura,4,2150,4,1,10000000
Koramangala,3,2292,4,1,27500000
Malleshwaram,3,2006,3,2,29700000
Maragondanahalli,3,1508,3,2,7025000
Ramamurthy Nagar,2,1040,2,2,5000000
TC Palaya,2,1240,2,1,6000000
Kudlu Gate,3,1535,3,1,7800000
Lakshminarayana Pura,2,1180,2,2,7500000
Abbigere,6,2200,6,2,6800000
Bannerghatta Road,2,1400,2,2,7800000
Raja Rajeshwari Nagar,1,500,1,1,2500000
Whitefield,4,4800,4,3,52500000
Sarjapur  Road,3,1984,4,1,14600000
Whitefield,4,3000,5,3,25000000
Garudachar Palya,3,1960,3,3,16000000
Sarjapur  Road,2,1035,2,1,4500000
Vibuthipura,4,2150,4,1,8000000
Whitefield,3,1700,3,2,11500000
Hosakerehalli,4,3024,5,1,24800000
Tumkur Road,3,1586,3,1,10000000
Hennur,3,2264,2,2,15500000
Chikka Tirupathi,4,2325,4,1,12000000
Yelahanka,2,1120,2,2,5500000
Sarjapur  Road,2,1128,2,2,5900000
5th Block Hbr Layout,6,1200,6,2,25000000
Jigani,2,924,2,2,6500000
Suraksha Nagar,3,1600,3,2,5200000
Pai Layout,2,1006,2,2,3500000
Amruthahalli,2,1200,2,2,5500000
Jalahalli West,2,1250,2,1,6200000
Defence Layout,3,1200,3,1,13000000
Kannamangala,2,957,2,1,5600000
Whitefield,2,1140,2,2,4100000
Roopena Agrahara,2,1050,2,1,6700000
Kasturi Nagar,3,1565,3,2,8850000
Whitefield,2,1190,2,3,5700000
Whitefield,3,2842,3,2,16200000
Kanakpura Road,3,1559,2,2,6500000
Electronics City Phase 1,1,630,1,1,3900000
Whitefield,3,1403,2,2,6081000
Kanakpura Road,3,1542,2,3,8500000
Haralur Road,4,2750,4,0,22000000
Iblur Village,4,3596,5,1,29000000
Kengeri Satellite Town,3,1635,2,2,7800000
Mysore Road,2,1239,2,1,5300000
Haralur Road,2,1194,2,2,4700000
Dooravani Nagar,3,1596,3,1,10500000
Channasandra,2,1009,2,1,3834000
Hosa Road,3,1726,3,2,8198999
Kudlu Gate,3,1535,3,2,8600000
Banashankari Stage V,3,1300,2,1,5850000
Whitefield,4,3100,4,2,46500000
Coconut Garden,3,1800,3,3,8000000
Binny Pete,1,665,1,0,5075000
Chamrajpet,9,4050,7,1,120000000
TC Palaya,3,1500,2,1,10000000
Kalkere,2,925,2,2,4800000
Old Airport Road,4,3356,4,2,25100000
Gollahalli,2,1395,2,1,6359000
Sonnenahalli,3,1415,2,1,5500000
Begur,3,1419,2,2,5900000
Kasavanhalli,2,1121,2,2,7800000
Kambipura,3,1082,2,1,4500000
KR Puram,2,1100,2,1,4700000
Hoodi,3,1606,3,3,8955000
Billekahalli,3,1650,3,2,8800000
D Souza Layout,3,4634,4,3,101500000
Old Airport Road,2,1206,2,3,7500000
Sarjapur  Road,3,1495,2,0,6400000
Malleshwaram,8,840,7,2,19500000
Electronic City,2,710,2,2,1600000
Balagere,2,1210,2,1,7200000
Nagarbhavi,3,1523,2,2,5340000
Whitefield,2,1232,2,2,4500000
Rachenahalli,1,680,1,1,4400000
Hebbal,3,1355,3,1,8387000
Thanisandra,3,1430,2,2,5146000
Kothannur,3,1275,2,2,4385000
Electronic City,2,1070,2,1,5610000
Bettahalsoor,3,1200,3,1,8500000
Electronic City,4,2000,4,0,12000000
Bommanahalli,2,1200,2,2,4000000
Marathahalli,3,1610,3,1,9000000
Haralur Road,2,1140,2,2,4300000
Raja Rajeshwari Nagar,2,1143,2,2,3865000
Jakkur,4,3468,6,3,24900000
Rachenahalli,3,1530,2,2,7440000
7th Phase JP Nagar,2,980,2,2,6900000
Whitefield,3,1485,3,2,6500000
Whitefield,3,1500,3,1,13000000
Whitefield,2,1280,2,1,7500000
Thanisandra,2,1265,2,2,8500000
"ECC Road, Whitefield, ",2,1132,2,1,6700000
Ashwath Nagar,2,1262,2,2,6300000
JP Nagar,2,940,2,1,4900000
Seetharampalya,3,1515,3,3,8800000
Jigani,3,1300,3,3,15000000
Kothanur,3,1840,3,1,6900000
Electronic City,2,890,2,2,4500000
Rukmaiah Layout,3,1655,3,2,8606000
Hennur Road,3,2060,3,1,14900000
Bommanahalli,3,1730,3,1,9600000
Yelahanka,3,2195,4,2,12700000
Kathriguppe,3,1650,3,2,12500000
KR Puram,2,1200,2,0,7100000
Hosa Road,2,1079,2,1,3236999
